experience_level,job_title,salary_in_usd,remote_ratio,company_location,company_size,gender,bonus_stocks_usd
SE,research scientist,202350.0,0.0,United States,M,Unknown,Unknown
EN,ai developer,21593.0,50.0,Portugal,L,Unknown,Unknown
SE,data scientist,201650.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,124600.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence analyst,198200.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence analyst,110200.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,212000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,93400.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,145000.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,110000.0,0.0,United States,M,Unknown,Unknown
MI,business intelligence engineer,89500.0,100.0,United States,M,Unknown,Unknown
MI,business intelligence engineer,65000.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,328400.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,205600.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,184800.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,161900.0,0.0,United States,M,Unknown,Unknown
EN,data engineer/developer,85000.0,100.0,United States,M,Unknown,Unknown
EN,data engineer/developer,61800.0,100.0,United States,M,Unknown,Unknown
MI,data engineer/developer,70748.0,0.0,United Kingdom,M,Unknown,Unknown
MI,data engineer/developer,67056.0,0.0,United Kingdom,M,Unknown,Unknown
EN,data analyst,116000.0,0.0,United States,M,Unknown,Unknown
EN,data analyst,72500.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,215000.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,169850.0,100.0,United States,M,Unknown,Unknown
SE,business intelligence engineer,225000.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence engineer,180000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,147400.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,107682.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,225300.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,197400.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,160000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,136000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,204600.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,126500.0,0.0,United States,M,Unknown,Unknown
SE,data architect,210000.0,100.0,United States,M,Unknown,Unknown
SE,data architect,115000.0,100.0,United States,M,Unknown,Unknown
EN,data analyst,86500.0,0.0,United States,L,Unknown,Unknown
EN,data analyst,40400.0,0.0,United States,L,Unknown,Unknown
SE,data scientist,260000.0,0.0,United States,L,Unknown,Unknown
SE,data scientist,136000.0,0.0,United States,L,Unknown,Unknown
SE,data scientist,329700.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,192351.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,280000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,160000.0,0.0,United States,M,Unknown,Unknown
MI,business intelligence analyst,106700.0,0.0,United States,M,Unknown,Unknown
MI,business intelligence analyst,97000.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,175000.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,150000.0,100.0,United States,M,Unknown,Unknown
SE,data product manager,145000.0,0.0,United States,M,Unknown,Unknown
SE,data product manager,120000.0,0.0,United States,M,Unknown,Unknown
EN,data engineer/developer,88000.0,0.0,United States,M,Unknown,Unknown
EN,data engineer/developer,60000.0,0.0,United States,M,Unknown,Unknown
SE,data product manager,123000.0,0.0,United States,M,Unknown,Unknown
SE,data product manager,93593.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,276000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,174000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,185900.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,129300.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,222405.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,172800.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,120350.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,74400.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,205600.0,0.0,United States,L,Unknown,Unknown
SE,data engineer/developer,105700.0,0.0,United States,L,Unknown,Unknown
SE,machine learning engineer,263500.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,189360.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,192000.0,0.0,Canada,M,Unknown,Unknown
SE,machine learning engineer,124000.0,0.0,Canada,M,Unknown,Unknown
SE,ai developer,230000.0,0.0,United States,M,Unknown,Unknown
SE,ai developer,124000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,148500.0,0.0,Canada,M,Unknown,Unknown
SE,data engineer/developer,82500.0,0.0,Canada,M,Unknown,Unknown
SE,data engineer/developer,184800.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,161900.0,0.0,United States,M,Unknown,Unknown
SE,data architect,310000.0,100.0,United States,M,Unknown,Unknown
SE,data architect,206000.0,100.0,United States,M,Unknown,Unknown
SE,ai developer,372000.0,0.0,United States,M,Unknown,Unknown
SE,ai developer,223000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,172256.0,0.0,United Kingdom,M,Unknown,Unknown
SE,data scientist,123040.0,0.0,United Kingdom,M,Unknown,Unknown
MI,data analyst,95000.0,100.0,United States,M,Unknown,Unknown
MI,data analyst,80000.0,100.0,United States,M,Unknown,Unknown
MI,data scientist,131000.0,100.0,United States,M,Unknown,Unknown
MI,data scientist,110000.0,100.0,United States,M,Unknown,Unknown
MI,data engineer/developer,148500.0,0.0,Canada,M,Unknown,Unknown
MI,data engineer/developer,82500.0,0.0,Canada,M,Unknown,Unknown
MI,data engineer/developer,133000.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,58400.0,0.0,United States,M,Unknown,Unknown
SE,data product manager,233500.0,0.0,United States,M,Unknown,Unknown
SE,data product manager,146000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,300000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,130000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,280889.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,187259.0,0.0,United States,M,Unknown,Unknown
SE,ai developer,305100.0,100.0,United States,M,Unknown,Unknown
SE,ai developer,146900.0,100.0,United States,M,Unknown,Unknown
EN,business intelligence analyst,78800.0,0.0,United States,M,Unknown,Unknown
EN,business intelligence analyst,44100.0,0.0,United States,M,Unknown,Unknown
MI,machine learning operations,166000.0,0.0,United States,M,Unknown,Unknown
MI,machine learning operations,73100.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,150000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,80000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,150000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,80000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,170000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,120000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,110000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,90000.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence engineer,202800.0,0.0,United States,L,Unknown,Unknown
SE,business intelligence engineer,104300.0,0.0,United States,L,Unknown,Unknown
EX,data science manager,272400.0,0.0,United States,L,Unknown,Unknown
EX,data science manager,140100.0,0.0,United States,L,Unknown,Unknown
MI,data engineer/developer,154000.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,103000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,223600.0,0.0,United States,L,Unknown,Unknown
SE,machine learning engineer,115000.0,0.0,United States,L,Unknown,Unknown
MI,business intelligence analyst,80750.0,0.0,Canada,M,Unknown,Unknown
MI,business intelligence analyst,48450.0,0.0,Canada,M,Unknown,Unknown
EN,business intelligence engineer,85600.0,0.0,United States,M,Unknown,Unknown
EN,business intelligence engineer,57000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,190400.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,112000.0,0.0,United States,M,Unknown,Unknown
SE,data architect,119636.0,100.0,United States,M,Unknown,Unknown
SE,data architect,70374.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,304750.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,160000.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,98873.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,58161.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,138000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,85500.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,307100.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,216800.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,153600.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,106800.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,250000.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,125000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,280000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,180000.0,0.0,United States,M,Unknown,Unknown
EX,data engineer/developer,160000.0,0.0,United States,M,Unknown,Unknown
EX,data engineer/developer,130000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,180000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,162000.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence engineer,185000.0,0.0,United States,L,Unknown,Unknown
SE,business intelligence engineer,79600.0,0.0,United States,L,Unknown,Unknown
SE,data analyst,164640.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,131712.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,74800.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,63600.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,138510.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,95490.0,0.0,United States,M,Unknown,Unknown
MI,machine learning engineer,92280.0,100.0,United Kingdom,M,Unknown,Unknown
MI,machine learning engineer,67672.0,100.0,United Kingdom,M,Unknown,Unknown
SE,data engineer/developer,280000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,160000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,170000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,140000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,137500.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,81500.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,253792.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,158620.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence analyst,259900.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence analyst,139200.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,118118.0,100.0,United Kingdom,M,Unknown,Unknown
SE,machine learning engineer,79976.0,100.0,United Kingdom,M,Unknown,Unknown
SE,research scientist,293000.0,0.0,United States,M,Unknown,Unknown
SE,research scientist,185000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,180000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,90000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,165000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,115500.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,110000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,70000.0,0.0,United States,M,Unknown,Unknown
MI,research analyst,142000.0,0.0,United States,M,Unknown,Unknown
MI,research analyst,102000.0,0.0,United States,M,Unknown,Unknown
SE,qa engineer,141600.0,0.0,United States,M,Unknown,Unknown
SE,qa engineer,121400.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,240000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,170000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,222200.0,0.0,United States,L,Unknown,Unknown
SE,data scientist,136000.0,0.0,United States,L,Unknown,Unknown
MI,data analyst,55000.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,49000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,135000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,110000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,200000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,180000.0,100.0,United States,M,Unknown,Unknown
EX,lead data science,246080.0,100.0,United Kingdom,M,Unknown,Unknown
EX,lead data science,184560.0,100.0,United Kingdom,M,Unknown,Unknown
SE,data scientist,168000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,130000.0,100.0,United States,M,Unknown,Unknown
EN,data scientist,105000.0,0.0,United States,M,Unknown,Unknown
EN,data scientist,70000.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,105000.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,100000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,243000.0,0.0,Canada,M,Unknown,Unknown
SE,data engineer/developer,152000.0,0.0,Canada,M,Unknown,Unknown
SE,business intelligence engineer,167500.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence engineer,106500.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,79976.0,100.0,Gibraltar,L,Unknown,Unknown
SE,business intelligence analyst,115600.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence analyst,79700.0,0.0,United States,M,Unknown,Unknown
EN,data scientist,281700.0,0.0,United States,M,Unknown,Unknown
EN,data scientist,141100.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,173100.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,86900.0,0.0,United States,M,Unknown,Unknown
MI,machine learning engineer,258700.0,0.0,United States,M,Unknown,Unknown
MI,machine learning engineer,133800.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,120000.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,85000.0,0.0,United States,M,Unknown,Unknown
MI,machine learning engineer,225300.0,0.0,United States,M,Unknown,Unknown
MI,machine learning engineer,197400.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,157000.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,125000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,208000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,134000.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,140000.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,65000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,258700.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,160000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,258700.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,188200.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,49216.0,0.0,United Kingdom,M,Unknown,Unknown
MI,data engineer/developer,49216.0,0.0,United Kingdom,M,Unknown,Unknown
MI,data engineer/developer,110000.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,73400.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,183414.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,183414.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,130000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,97200.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,299000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,187000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,204500.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,66000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,190000.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,140000.0,100.0,United States,M,Unknown,Unknown
MI,data engineer/developer,170200.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,83900.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,130000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,101570.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,177000.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,118000.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,234500.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,127000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,114979.0,100.0,Australia,L,Unknown,Unknown
SE,data scientist,287500.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,168000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,155000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,140000.0,0.0,United States,M,Unknown,Unknown
EX,head of data analytics,230000.0,0.0,United States,M,Unknown,Unknown
EX,head of data analytics,180000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,153000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,136000.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,93918.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,51962.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,254000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,200000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,214500.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,134500.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,136000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,104000.0,100.0,United States,M,Unknown,Unknown
MI,data analyst,110000.0,100.0,United States,M,Unknown,Unknown
MI,data analyst,90000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,145000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,115000.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,143000.0,100.0,United States,M,Unknown,Unknown
MI,data scientist,117000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,216000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,184000.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,324000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,159000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,130000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,110000.0,100.0,United States,M,Unknown,Unknown
MI,data scientist,73824.0,0.0,United Kingdom,M,Unknown,Unknown
MI,data scientist,55368.0,0.0,United Kingdom,M,Unknown,Unknown
SE,research engineer,370000.0,0.0,United States,M,Unknown,Unknown
SE,research engineer,200000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,275300.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,183500.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,230000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,196000.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,253000.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,172040.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,234000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,178000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,164000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,130000.0,100.0,United States,M,Unknown,Unknown
MI,business intelligence analyst,109238.0,0.0,United States,M,Unknown,Unknown
MI,business intelligence analyst,68274.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,57223.0,100.0,France,M,Unknown,Unknown
MI,data engineer/developer,51824.0,100.0,France,M,Unknown,Unknown
EN,data analyst,80800.0,0.0,United States,M,Unknown,Unknown
EN,data analyst,53800.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,258900.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,176080.0,100.0,United States,M,Unknown,Unknown
MI,data engineer/developer,70748.0,0.0,United Kingdom,M,Unknown,Unknown
MI,data engineer/developer,67056.0,0.0,United Kingdom,M,Unknown,Unknown
MI,business intelligence analyst,120000.0,100.0,United States,M,Unknown,Unknown
MI,business intelligence analyst,110000.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,309000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,142000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,201650.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,124600.0,0.0,United States,M,Unknown,Unknown
MI,data quality analyst,65000.0,100.0,United States,M,Unknown,Unknown
MI,data quality analyst,60000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,132100.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,68400.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,145000.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,110000.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence engineer,160000.0,100.0,United States,M,Unknown,Unknown
SE,business intelligence engineer,140000.0,100.0,United States,M,Unknown,Unknown
MI,data analyst,87500.0,100.0,United States,M,Unknown,Unknown
MI,data analyst,62500.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,142000.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,128000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,160000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,130000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,155000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,139500.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence engineer,202800.0,0.0,United States,L,Unknown,Unknown
SE,business intelligence engineer,104300.0,0.0,United States,L,Unknown,Unknown
SE,machine learning engineer,221000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,129000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,259000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,138750.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,120000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,100000.0,0.0,United States,M,Unknown,Unknown
SE,research engineer,155000.0,0.0,United States,M,Unknown,Unknown
SE,research engineer,130000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,247300.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,139700.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,215000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,182750.0,0.0,United States,M,Unknown,Unknown
SE,research scientist,248100.0,0.0,United States,M,Unknown,Unknown
SE,research scientist,145900.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,207000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,141000.0,100.0,United States,M,Unknown,Unknown
MI,data scientist,90000.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,55000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,247300.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,139700.0,0.0,United States,M,Unknown,Unknown
EN,machine learning engineer,36000.0,100.0,United States,M,Unknown,Unknown
MI,research engineer,300000.0,0.0,United States,M,Unknown,Unknown
MI,research engineer,100000.0,0.0,United States,M,Unknown,Unknown
MI,research engineer,300000.0,0.0,United States,M,Unknown,Unknown
MI,research engineer,100000.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,116700.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,93400.0,0.0,United States,M,Unknown,Unknown
EN,data analyst,80000.0,0.0,United States,M,Unknown,Unknown
EN,data analyst,50000.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,179000.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,176490.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,195000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,143750.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,180000.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,162000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,199000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,196760.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,90000.0,0.0,Colombia,M,Unknown,Unknown
SE,machine learning engineer,70000.0,0.0,Colombia,M,Unknown,Unknown
SE,machine learning engineer,324000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,159000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,222000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,159000.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,175000.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,150000.0,100.0,United States,M,Unknown,Unknown
EN,ai developer,50000.0,100.0,Ukraine,M,Unknown,Unknown
SE,machine learning engineer,70179.0,100.0,United States,L,Unknown,Unknown
MI,business intelligence engineer,110000.0,0.0,United States,M,Unknown,Unknown
MI,business intelligence engineer,75000.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,46426.0,0.0,Slovenia,M,Unknown,Unknown
MI,data analyst,38868.0,0.0,Slovenia,M,Unknown,Unknown
SE,machine learning engineer,220000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,80000.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,167500.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,106500.0,0.0,United States,M,Unknown,Unknown
MI,research scientist,150000.0,0.0,United States,M,Unknown,Unknown
MI,research scientist,130000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,150000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,130000.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,126500.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,78000.0,100.0,United States,M,Unknown,Unknown
EN,ai developer,60207.0,0.0,India,S,Unknown,Unknown
SE,data scientist,185900.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,129300.0,0.0,United States,M,Unknown,Unknown
EX,head of data analytics,250000.0,0.0,United States,M,Unknown,Unknown
EX,head of data analytics,222000.0,0.0,United States,M,Unknown,Unknown
SE,data product manager,145000.0,0.0,United States,M,Unknown,Unknown
SE,data product manager,120000.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,150000.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,120000.0,100.0,United States,M,Unknown,Unknown
MI,machine learning scientist,204500.0,0.0,United States,M,Unknown,Unknown
MI,machine learning scientist,142200.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,297000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,138000.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,147600.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,106300.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,247300.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,139700.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,102586.0,0.0,United Kingdom,M,Unknown,Unknown
SE,data analyst,79981.0,0.0,United Kingdom,M,Unknown,Unknown
SE,data scientist,131250.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,128100.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,116000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,90000.0,0.0,United States,M,Unknown,Unknown
EX,data engineer/developer,174500.0,100.0,United States,M,Unknown,Unknown
EX,data engineer/developer,113000.0,100.0,United States,M,Unknown,Unknown
EN,financial data analyst,56500.0,50.0,United States,L,Unknown,Unknown
SE,ai developer,38868.0,0.0,Romania,M,Unknown,Unknown
SE,data scientist,227000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,185000.0,100.0,United States,M,Unknown,Unknown
MI,machine learning engineer,230000.0,0.0,United States,M,Unknown,Unknown
MI,machine learning engineer,160000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,185000.0,100.0,United States,M,Unknown,Unknown
