experience_level,job_title,salary_in_usd,remote_ratio,company_location,company_size,gender,bonus_stocks_usd
EX,data engineer/developer,113000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,225000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,125000.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,200000.0,100.0,United States,M,Unknown,Unknown
MI,data engineer/developer,180000.0,100.0,United States,M,Unknown,Unknown
MI,data scientist,250000.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,125000.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,110000.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,90000.0,0.0,United States,M,Unknown,Unknown
MI,research scientist,275000.0,0.0,United States,M,Unknown,Unknown
MI,research scientist,200000.0,0.0,United States,M,Unknown,Unknown
MI,research scientist,275000.0,0.0,United States,M,Unknown,Unknown
MI,research scientist,200000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,258800.0,0.0,United Kingdom,M,Unknown,Unknown
SE,machine learning engineer,199200.0,0.0,United Kingdom,M,Unknown,Unknown
SE,data scientist,177000.0,0.0,United Kingdom,M,Unknown,Unknown
SE,data scientist,136000.0,0.0,United Kingdom,M,Unknown,Unknown
MI,data analyst,110000.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,80000.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,115000.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,75000.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,138860.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,122720.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,140000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,126000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,231500.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,118000.0,0.0,United States,M,Unknown,Unknown
EX,data scientist,299500.0,100.0,United States,M,Unknown,Unknown
EX,data scientist,249600.0,100.0,United States,M,Unknown,Unknown
SE,business intelligence engineer,185000.0,0.0,United States,L,Unknown,Unknown
SE,business intelligence engineer,79600.0,0.0,United States,L,Unknown,Unknown
MI,data analyst,15680.0,50.0,Philippines,L,Unknown,Unknown
SE,machine learning engineer,193600.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,119700.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,240500.0,0.0,United States,L,Unknown,Unknown
SE,data engineer/developer,123700.0,0.0,United States,L,Unknown,Unknown
MI,data engineer/developer,120000.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,110000.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,100000.0,100.0,United States,M,Unknown,Unknown
MI,data analyst,75000.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,297000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,138000.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,135000.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,105000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,267100.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,167200.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,202000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,140000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,174350.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,126800.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,258800.0,0.0,United Kingdom,M,Unknown,Unknown
SE,machine learning engineer,199200.0,0.0,United Kingdom,M,Unknown,Unknown
SE,data architect,188500.0,100.0,United States,M,Unknown,Unknown
SE,data architect,117000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,150931.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,143250.0,0.0,United States,M,Unknown,Unknown
SE,ai developer,330000.0,0.0,United States,M,Unknown,Unknown
SE,ai developer,204000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,247500.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,172200.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,200000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,160000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,205600.0,0.0,United States,L,Unknown,Unknown
SE,data engineer/developer,105700.0,0.0,United States,L,Unknown,Unknown
SE,machine learning engineer,324000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,159000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,231000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,157250.0,100.0,United States,M,Unknown,Unknown
SE,machine learning scientist,240000.0,100.0,United States,M,Unknown,Unknown
SE,machine learning scientist,157250.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,232000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,108000.0,0.0,United States,M,Unknown,Unknown
SE,data product manager,145000.0,0.0,United States,M,Unknown,Unknown
SE,data product manager,130000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,277300.0,0.0,United Kingdom,M,Unknown,Unknown
SE,data scientist,213300.0,0.0,United Kingdom,M,Unknown,Unknown
SE,data scientist,180000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,135000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,209000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,135000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,260000.0,0.0,United States,L,Unknown,Unknown
SE,data scientist,136000.0,0.0,United States,L,Unknown,Unknown
SE,data engineer/developer,209000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,135000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,184250.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,167500.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,95000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,85000.0,100.0,United States,M,Unknown,Unknown
MI,data scientist,230000.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,175000.0,0.0,United States,M,Unknown,Unknown
MI,computer vision engineer,110736.0,100.0,United Kingdom,M,Unknown,Unknown
MI,computer vision engineer,92280.0,100.0,United Kingdom,M,Unknown,Unknown
SE,data analyst,154440.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,68550.0,0.0,United States,M,Unknown,Unknown
EN,data analyst,90000.0,0.0,United States,M,Unknown,Unknown
EN,data analyst,60000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,226600.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,140100.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence engineer,169000.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence engineer,110600.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence analyst,171050.0,100.0,United States,M,Unknown,Unknown
SE,business intelligence analyst,124400.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,225500.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,139400.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,226600.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,140100.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,162000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,111000.0,100.0,United States,M,Unknown,Unknown
EN,data analyst,49216.0,0.0,United Kingdom,M,Unknown,Unknown
EN,data analyst,41833.0,0.0,United Kingdom,M,Unknown,Unknown
SE,data scientist,136000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,104000.0,100.0,United States,M,Unknown,Unknown
SE,data architect,80000.0,0.0,United States,M,Unknown,Unknown
SE,data architect,52500.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,150000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,115000.0,0.0,United States,M,Unknown,Unknown
SE,research engineer,253000.0,100.0,United States,M,Unknown,Unknown
SE,research engineer,156400.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,300000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,235000.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,223100.0,0.0,United States,L,Unknown,Unknown
SE,data analyst,114700.0,0.0,United States,L,Unknown,Unknown
SE,data analyst,172800.0,100.0,United Kingdom,M,Unknown,Unknown
SE,data analyst,110000.0,100.0,United Kingdom,M,Unknown,Unknown
SE,data analyst,95000.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,70000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,180000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,120000.0,100.0,United States,M,Unknown,Unknown
MI,data engineer/developer,152375.0,100.0,United States,M,Unknown,Unknown
MI,data engineer/developer,94000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,183000.0,0.0,Canada,M,Unknown,Unknown
SE,data engineer/developer,125000.0,0.0,Canada,M,Unknown,Unknown
SE,data scientist,185900.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,129300.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,120350.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,74400.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,134000.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,120000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,57007.0,0.0,Estonia,M,Unknown,Unknown
SE,data engineer/developer,44051.0,0.0,Estonia,M,Unknown,Unknown
SE,data engineer/developer,258750.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,172500.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,254000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,200000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,153600.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,106800.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,230000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,196000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,185900.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,129300.0,0.0,United States,M,Unknown,Unknown
MI,business intelligence engineer,128000.0,0.0,United States,M,Unknown,Unknown
MI,business intelligence engineer,81500.0,0.0,United States,M,Unknown,Unknown
EX,data engineer/developer,220000.0,0.0,United States,M,Unknown,Unknown
EX,data engineer/developer,150000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,226600.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,140100.0,0.0,United States,M,Unknown,Unknown
SE,research scientist,248100.0,0.0,United States,M,Unknown,Unknown
SE,research scientist,145900.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,155000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,109528.0,0.0,United States,M,Unknown,Unknown
MI,machine learning engineer,287500.0,0.0,Australia,M,Unknown,Unknown
MI,machine learning engineer,207500.0,0.0,Australia,M,Unknown,Unknown
SE,data scientist,248100.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,145900.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,134200.0,0.0,United Kingdom,M,Unknown,Unknown
SE,data analyst,103200.0,0.0,United Kingdom,M,Unknown,Unknown
SE,data engineer/developer,240500.0,0.0,United States,L,Unknown,Unknown
SE,data engineer/developer,123700.0,0.0,United States,L,Unknown,Unknown
SE,data scientist,192000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,164000.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,269500.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,166600.0,0.0,United States,M,Unknown,Unknown
SE,lead data science,160000.0,100.0,United States,L,Unknown,Unknown
SE,data analyst,93919.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,51962.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,93919.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,51962.0,0.0,United States,M,Unknown,Unknown
SE,data architect,180000.0,100.0,United States,M,Unknown,Unknown
SE,data architect,115000.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,186600.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,119800.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,160000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,75000.0,100.0,United States,M,Unknown,Unknown
SE,data architect,200000.0,100.0,United States,M,Unknown,Unknown
SE,data architect,115000.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,280000.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,200000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,260000.0,0.0,United States,L,Unknown,Unknown
SE,data scientist,136000.0,0.0,United States,L,Unknown,Unknown
SE,machine learning engineer,383910.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,315850.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,235000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,204000.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,254000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,200000.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,198000.0,100.0,United States,M,Unknown,Unknown
MI,data scientist,132000.0,100.0,United States,M,Unknown,Unknown
MI,data scientist,141600.0,100.0,United States,M,Unknown,Unknown
MI,data scientist,94400.0,100.0,United States,M,Unknown,Unknown
MI,data engineer/developer,135000.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,108000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,209450.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,167560.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,185000.0,50.0,United States,M,Unknown,Unknown
SE,data scientist,164000.0,50.0,United States,M,Unknown,Unknown
SE,data engineer/developer,122000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,94000.0,0.0,United States,M,Unknown,Unknown
EN,data engineer/developer,80000.0,0.0,United States,M,Unknown,Unknown
EN,data engineer/developer,52500.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,238000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,149500.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,258000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,202000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,186600.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,116500.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,220000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,160000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,222200.0,0.0,United States,L,Unknown,Unknown
SE,data scientist,136000.0,0.0,United States,L,Unknown,Unknown
SE,data scientist,228000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,136000.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,61520.0,100.0,United Kingdom,M,Unknown,Unknown
MI,data engineer/developer,43064.0,100.0,United Kingdom,M,Unknown,Unknown
SE,data scientist,175000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,145000.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,195000.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,140000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,180000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,165000.0,100.0,United States,M,Unknown,Unknown
MI,research scientist,220000.0,100.0,United States,M,Unknown,Unknown
MI,research scientist,190000.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,113366.0,50.0,Germany,L,Unknown,Unknown
MI,data analyst,86128.0,50.0,United Kingdom,L,Unknown,Unknown
SE,business intelligence engineer,167500.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence engineer,106500.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,146000.0,0.0,United Kingdom,M,Unknown,Unknown
SE,machine learning engineer,97400.0,0.0,United Kingdom,M,Unknown,Unknown
SE,data scientist,278700.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,159300.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,226600.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,140100.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,323300.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,184700.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,135000.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,108000.0,0.0,United States,M,Unknown,Unknown
EN,data analyst,40747.0,0.0,Canada,L,Unknown,Unknown
SE,data engineer/developer,170000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,120000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,166364.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,116455.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence analyst,145000.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence analyst,125000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,184950.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,119250.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,95000.0,100.0,United States,M,Unknown,Unknown
MI,data engineer/developer,76000.0,100.0,United States,M,Unknown,Unknown
EN,data engineer/developer,80000.0,0.0,United States,M,Unknown,Unknown
EN,data engineer/developer,52500.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,160000.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,131000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,168000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,130000.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,250000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,140000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,145000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,115000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,222000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,166500.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,205600.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,105700.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,136000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,104000.0,100.0,United States,M,Unknown,Unknown
SE,business intelligence engineer,138000.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence engineer,67000.0,0.0,United States,M,Unknown,Unknown
SE,research engineer,211200.0,0.0,United States,M,Unknown,Unknown
SE,research engineer,176000.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,230000.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,135000.0,100.0,United States,M,Unknown,Unknown
MI,data analyst,80000.0,100.0,United States,M,Unknown,Unknown
MI,data analyst,60000.0,100.0,United States,M,Unknown,Unknown
SE,business intelligence analyst,200000.0,100.0,United States,M,Unknown,Unknown
SE,business intelligence analyst,180000.0,100.0,United States,M,Unknown,Unknown
SE,business intelligence analyst,18381.0,100.0,Türkiye,L,Unknown,Unknown
SE,data scientist,155000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,139500.0,0.0,United States,M,Unknown,Unknown
MI,business intelligence engineer,128000.0,0.0,United States,M,Unknown,Unknown
MI,business intelligence engineer,81500.0,0.0,United States,M,Unknown,Unknown
EN,research scientist,200000.0,100.0,United States,M,Unknown,Unknown
EN,research scientist,120000.0,100.0,United States,M,Unknown,Unknown
EX,data scientist,126500.0,100.0,United States,M,Unknown,Unknown
EX,data scientist,78000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,157750.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,104650.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,176000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,133000.0,100.0,United States,M,Unknown,Unknown
MI,data analyst,120000.0,0.0,United States,M,Unknown,Unknown
MI,data analyst,100000.0,0.0,United States,M,Unknown,Unknown
MI,machine learning scientist,70000.0,100.0,France,M,Unknown,Unknown
MI,machine learning scientist,40000.0,100.0,France,M,Unknown,Unknown
MI,research scientist,190000.0,0.0,United States,M,Unknown,Unknown
MI,research scientist,158080.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,182000.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,150000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,171250.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,113750.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,252000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,129000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,231000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,200800.0,0.0,United States,M,Unknown,Unknown
EN,research scientist,250800.0,0.0,United States,M,Unknown,Unknown
EN,research scientist,167200.0,0.0,United States,M,Unknown,Unknown
EN,research scientist,250800.0,0.0,United States,M,Unknown,Unknown
EN,research scientist,167200.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,159100.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,120160.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,140000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,110000.0,100.0,United States,M,Unknown,Unknown
MI,machine learning engineer,165000.0,0.0,United States,M,Unknown,Unknown
MI,machine learning engineer,149094.0,0.0,United States,M,Unknown,Unknown
EX,head of data analytics,290000.0,100.0,United States,L,Unknown,Unknown
SE,business intelligence engineer,247500.0,0.0,United States,M,Unknown,Unknown
SE,business intelligence engineer,172200.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,175000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,130000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,225000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,156400.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,260000.0,0.0,United States,L,Unknown,Unknown
SE,data scientist,136000.0,0.0,United States,L,Unknown,Unknown
SE,data analyst,85000.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,72250.0,100.0,United States,M,Unknown,Unknown
EX,data engineer/developer,162500.0,0.0,United States,M,Unknown,Unknown
EX,data engineer/developer,130000.0,0.0,United States,M,Unknown,Unknown
SE,data product manager,145000.0,0.0,United States,M,Unknown,Unknown
SE,data product manager,130000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,205600.0,0.0,United States,L,Unknown,Unknown
SE,data engineer/developer,105700.0,0.0,United States,L,Unknown,Unknown
EN,qa engineer,23753.0,50.0,Portugal,L,Unknown,Unknown
SE,research analyst,83000.0,100.0,United States,M,Unknown,Unknown
SE,research analyst,63967.0,100.0,United States,M,Unknown,Unknown
SE,research analyst,188600.0,0.0,United States,M,Unknown,Unknown
SE,research analyst,111550.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,219300.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,143000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,232200.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,133300.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,130000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,80000.0,100.0,United States,M,Unknown,Unknown
SE,machine learning engineer,204060.0,100.0,Germany,M,Unknown,Unknown
SE,machine learning engineer,140358.0,100.0,Germany,M,Unknown,Unknown
MI,data engineer/developer,198900.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,183310.0,0.0,United States,M,Unknown,Unknown
EN,research analyst,43064.0,0.0,United Kingdom,M,Unknown,Unknown
EN,research analyst,43064.0,0.0,United Kingdom,M,Unknown,Unknown
SE,machine learning engineer,204500.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,142200.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,392000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,224000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,233000.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,199098.0,0.0,United States,M,Unknown,Unknown
SE,data engineer/developer,172000.0,100.0,United States,M,Unknown,Unknown
SE,data engineer/developer,107000.0,100.0,United States,M,Unknown,Unknown
SE,data analyst,93919.0,0.0,United States,M,Unknown,Unknown
SE,data analyst,51962.0,0.0,United States,M,Unknown,Unknown
SE,research scientist,220000.0,0.0,United States,M,Unknown,Unknown
SE,research scientist,150000.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,128000.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,81500.0,0.0,United States,M,Unknown,Unknown
SE,research scientist,200000.0,0.0,United States,M,Unknown,Unknown
SE,research scientist,150000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,208450.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,151600.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,208450.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,151600.0,0.0,United States,M,Unknown,Unknown
SE,research engineer,240960.0,0.0,United States,M,Unknown,Unknown
SE,research engineer,200800.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,120681.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,72409.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,192000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,164000.0,100.0,United States,M,Unknown,Unknown
EN,data engineer/developer,80000.0,0.0,United States,M,Unknown,Unknown
EN,data engineer/developer,52500.0,0.0,United States,M,Unknown,Unknown
SE,research engineer,250000.0,100.0,United States,M,Unknown,Unknown
SE,research engineer,176000.0,100.0,United States,M,Unknown,Unknown
SE,research scientist,250000.0,0.0,United States,M,Unknown,Unknown
SE,research scientist,170000.0,0.0,United States,M,Unknown,Unknown
SE,research scientist,250000.0,0.0,United States,M,Unknown,Unknown
SE,research scientist,200000.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,136000.0,100.0,United States,M,Unknown,Unknown
SE,data scientist,104000.0,100.0,United States,M,Unknown,Unknown
MI,data scientist,230000.0,0.0,United States,M,Unknown,Unknown
MI,data scientist,175000.0,0.0,United States,M,Unknown,Unknown
SE,head of machine learning,38290.0,50.0,Brazil,L,Unknown,Unknown
EX,ai developer,215936.0,100.0,United States,L,Unknown,Unknown
MI,data engineer/developer,167500.0,0.0,United States,M,Unknown,Unknown
MI,data engineer/developer,106500.0,0.0,United States,M,Unknown,Unknown
SE,ai developer,330000.0,0.0,United States,M,Unknown,Unknown
SE,ai developer,204000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,226600.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,140100.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,359170.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,310270.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,359170.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,295490.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,178560.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,148800.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,278700.0,0.0,United States,M,Unknown,Unknown
SE,data scientist,159300.0,0.0,United States,M,Unknown,Unknown
SE,ai developer,331640.0,0.0,United States,M,Unknown,Unknown
SE,ai developer,283780.0,0.0,United States,M,Unknown,Unknown
EX,data engineer/developer,167954.0,0.0,United States,M,Unknown,Unknown
EX,data engineer/developer,115830.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,150000.0,0.0,United States,M,Unknown,Unknown
SE,machine learning engineer,125000.0,0.0,United States,M,Unknown,Unknown
